Beat    Tag    Timestamp    Global_Rate    Window_Rate    Instant_Rate    Global_Accuracy    Window_Accuracy    Instant_Accuracy    Global_Power    Window_Power    Instant_Power
4072    4072    1637862325824466107    73.171010    99.342613    99.358344    1.000000    1.000000    1.000000    16.717556    16.193602    16.125112
4073    4073    1637862325834532135    73.175742    99.342148    99.344051    1.000000    1.000000    1.000000    16.717453    16.194131    16.145531
4074    4074    1637862325844597076    73.180474    99.342529    99.354780    1.000000    1.000000    1.000000    16.717349    16.193437    16.142726
4075    4075    1637862325854664195    73.185202    99.341789    99.333285    1.000000    1.000000    1.000000    16.717242    16.193013    16.125592
4076    4076    1637862325864729356    73.189930    99.342079    99.352608    1.000000    1.000000    1.000000    16.717140    16.193667    16.154501
4077    4077    1637862325874794974    73.194656    99.342110    99.348098    1.000000    1.000000    1.000000    16.717036    16.194125    16.141640
4078    4078    1637862325884859598    73.199381    99.342117    99.357909    1.000000    1.000000    1.000000    16.716930    16.192611    16.128074
4079    4079    1637862325894924823    73.204104    99.342400    99.351977    1.000000    1.000000    1.000000    16.716828    16.193719    16.151367
4080    4080    1637862325905013817    73.208794    99.342079    99.117910    1.000000    1.000000    1.000000    16.717002    16.246417    17.680181
4081    4081    1637862325915078663    73.213514    99.342384    99.355718    1.000000    1.000000    1.000000    16.716898    16.245811    16.136814
4082    4082    1637862325925144562    73.218231    99.342087    99.345324    1.000000    1.000000    1.000000    16.716796    16.192708    16.153317
4083    4083    1637862325935209963    73.222947    99.342163    99.350239    1.000000    1.000000    1.000000    16.716689    16.246230    16.123797
4084    4084    1637862325945274350    73.227662    99.342598    99.360249    1.000000    1.000000    1.000000    16.716579    16.191478    16.107228
4085    4085    1637862325955339819    73.232375    99.342628    99.349568    1.000000    1.000000    1.000000    16.716474    16.190421    16.137331
4086    4086    1637862325965405048    73.237086    99.343292    99.351937    1.000000    1.000000    1.000000    16.716371    16.190277    16.143780
4087    4087    1637862325975471097    73.241794    99.343086    99.343844    1.000000    1.000000    1.000000    16.716266    16.190343    16.133370
4088    4088    1637862325985535868    73.246502    99.343094    99.356458    1.000000    1.000000    1.000000    16.716162    16.190648    16.141483
4089    4089    1637862325995600997    73.251208    99.343475    99.352924    1.000000    1.000000    1.000000    16.716050    16.189498    16.090880
4090    4090    1637862326005666324    73.255913    99.343521    99.350970    1.000000    1.000000    1.000000    16.715941    16.189404    16.113304
4091    4091    1637862326015731805    73.260615    99.343872    99.349450    1.000000    1.000000    1.000000    16.715831    16.188148    16.108509
4092    4092    1637862326025797289    73.265315    99.343933    99.349420    1.000000    1.000000    1.000000    16.715727    16.188612    16.138823
4093    4093    1637862326035862893    73.270014    99.343864    99.348236    1.000000    1.000000    1.000000    16.715621    16.187489    16.126503
4094    4094    1637862326045928822    73.274711    99.344093    99.345028    1.000000    1.000000    1.000000    16.715513    16.186717    16.112340
4095    4095    1637862326055994777    73.279405    99.343956    99.344772    1.000000    1.000000    1.000000    16.715415    16.187404    16.174449
4096    4096    1637862326066060284    73.284099    99.343361    99.349193    1.000000    1.000000    1.000000    16.715313    16.187609    16.146366
4097    4097    1637862326076124067    73.288793    99.343979    99.366212    1.000000    1.000000    1.000000    16.715210    16.186297    16.143067
4098    4098    1637862326086189383    73.293484    99.343452    99.351078    1.000000    1.000000    1.000000    16.715107    16.185805    16.145157
4099    4099    1637862326096254827    73.298173    99.343353    99.349815    1.000000    1.000000    1.000000    16.715000    16.185587    16.120696
4100    4100    1637862326107273609    73.301611    99.030518    90.754132    1.000000    1.000000    1.000000    16.715076    16.220751    17.098103
4101    4101    1637862326117338985    73.306296    99.030342    99.350486    1.000000    1.000000    1.000000    16.714978    16.221679    16.173864
4102    4102    1637862326127404259    73.310980    99.030121    99.351493    1.000000    1.000000    1.000000    16.714873    16.221792    16.128548
4103    4103    1637862326137469205    73.315663    99.030472    99.354731    1.000000    1.000000    1.000000    16.714768    16.221246    16.129074
4104    4104    1637862326147535505    73.320342    99.030022    99.341367    1.000000    1.000000    1.000000    16.714668    16.221828    16.160253
4105    4105    1637862326157600721    73.325021    99.030647    99.352066    1.000000    1.000000    1.000000    16.714580    16.225154    16.225665
4106    4106    1637862326167666290    73.329698    99.030510    99.348581    1.000000    1.000000    1.000000    16.714478    16.224880    16.146267
4107    4107    1637862326177764959    73.334330    99.019714    99.022950    1.000000    1.000000    1.000000    16.714372    16.224419    16.128097
4108    4108    1637862326187835140    73.338998    99.017891    99.303081    1.000000    1.000000    1.000000    16.714616    16.289040    18.072324
4109    4109    1637862326197900877    73.343670    99.017723    99.346923    1.000000    1.000000    1.000000    16.714552    16.295811    16.355193
4110    4110    1637862326208023907    73.348265    99.006607    98.784652    1.000000    1.000000    1.000000    16.714521    16.258026    16.544500
4111    4111    1637862326218091534    73.352930    99.005699    99.328273    1.000000    1.000000    1.000000    16.714448    16.263718    16.308170
4112    4112    1637862326228155033    73.357600    99.006477    99.369017    1.000000    1.000000    1.000000    16.714368    16.267623    16.270888
4113    4113    1637862326238219827    73.362266    99.006676    99.356231    1.000000    1.000000    1.000000    16.714307    16.275814    16.370370
4114    4114    1637862326248282864    73.366933    99.007118    99.373579    1.000000    1.000000    1.000000    16.714245    16.284548    16.370196
4115    4115    1637862326258347722    73.371596    99.007324    99.355599    1.000000    1.000000    1.000000    16.714187    16.293091    16.394523
4116    4116    1637862326268411567    73.376258    99.007774    99.365600    1.000000    1.000000    1.000000    16.714118    16.299209    16.327944
4117    4117    1637862326278476196    73.380918    99.008232    99.357860    1.000000    1.000000    1.000000    16.714048    16.305580    16.325156
4118    4118    1637862326288541342    73.385575    99.008118    99.352757    1.000000    1.000000    1.000000    16.713958    16.307826    16.209101
4119    4119    1637862326298606402    73.390231    99.008133    99.353605    1.000000    1.000000    1.000000    16.713883    16.314628    16.295653
4120    4120    1637862326308672041    73.394885    99.008026    99.347890    1.000000    1.000000    1.000000    16.713815    16.321913    16.332614
4121    4121    1637862326318736559    73.399538    99.008354    99.358956    1.000000    1.000000    1.000000    16.713730    16.326447    16.244983
4122    4122    1637862326328801139    73.404189    99.008644    99.358344    1.000000    1.000000    1.000000    16.713637    16.328258    16.193336
4123    4123    1637862326338865378    73.408839    99.009087    99.361710    1.000000    1.000000    1.000000    16.713570    16.335331    16.339434
4124    4124    1637862326348930179    73.413487    99.009460    99.356162    1.000000    1.000000    1.000000    16.713489    16.340227    16.259687
4125    4125    1637862326358995983    73.418132    99.009506    99.346262    1.000000    1.000000    1.000000    16.713401    16.341846    16.223201
4126    4126    1637862326369060632    73.422777    99.009781    99.357663    1.000000    1.000000    1.000000    16.713332    16.347785    16.325124
4127    4127    1637862326379125296    73.427420    99.009499    99.357515    1.000000    1.000000    1.000000    16.713251    16.351866    16.265973
4128    4128    1637862326389189695    73.432061    99.009804    99.360131    1.000000    1.000000    1.000000    16.713152    16.352268    16.157240
4129    4129    1637862326399254748    73.436701    99.009933    99.353675    1.000000    1.000000    1.000000    16.713060    16.354807    16.197123
4130    4130    1637862326409319455    73.441339    99.322670    99.357090    1.000000    1.000000    1.000000    16.712978    16.324376    16.255291
4131    4131    1637862326419384906    73.445974    99.322647    99.349746    1.000000    1.000000    1.000000    16.712897    16.327251    16.260153
4132    4132    1637862326429450111    73.450608    99.322670    99.352174    1.000000    1.000000    1.000000    16.712808    16.330134    16.215070
4133    4133    1637862326439514138    73.455242    99.322975    99.363803    1.000000    1.000000    1.000000    16.713009    16.387068    17.837756
4134    4134    1637862326449578806    73.459873    99.323509    99.357475    1.000000    1.000000    1.000000    16.712916    16.388167    16.193194
4135    4135    1637862326459644111    73.464502    99.323479    99.351187    1.000000    1.000000    1.000000    16.712827    16.387909    16.217941
4136    4136    1637862326469708752    73.469130    99.323784    99.357742    1.000000    1.000000    1.000000    16.712750    16.392304    16.278138
4137    4137    1637862326479773672    73.473756    99.334885    99.354987    1.000000    1.000000    1.000000    16.712664    16.395854    16.233722
4138    4138    1637862326489837690    73.478382    99.336906    99.363892    1.000000    1.000000    1.000000    16.712575    16.333840    16.212434
4139    4139    1637862326499902534    73.483005    99.337204    99.355738    1.000000    1.000000    1.000000    16.712479    16.327977    16.179267
4140    4140    1637862326509991093    73.487595    99.348541    99.122184    1.000000    1.000000    1.000000    16.712384    16.315844    16.182072
4141    4141    1637862326520024535    73.492256    99.359795    99.666695    1.000000    1.000000    1.000000    16.712292    16.312031    16.193405
4142    4142    1637862326530089699    73.496873    99.359245    99.352579    1.000000    1.000000    1.000000    16.712215    16.312396    16.281840
4143    4143    1637862326540152643    73.501492    99.359856    99.374497    1.000000    1.000000    1.000000    16.712130    16.307897    16.235393
4144    4144    1637862326550217647    73.506106    99.359200    99.354158    1.000000    1.000000    1.000000    16.712034    16.301322    16.172946
4145    4145    1637862326560283156    73.510719    99.358994    99.349173    1.000000    1.000000    1.000000    16.711948    16.295930    16.232772
4146    4146    1637862326570347847    73.515330    99.358711    99.357248    1.000000    1.000000    1.000000    16.711851    16.290578    16.167384
4147    4147    1637862326580412776    73.519940    99.358612    99.354899    1.000000    1.000000    1.000000    16.711750    16.284649    16.147293
4148    4148    1637862326590478476    73.524547    99.358429    99.347288    1.000000    1.000000    1.000000    16.711652    16.283002    16.159700
4149    4149    1637862326600543064    73.529153    99.358589    99.358265    1.000000    1.000000    1.000000    16.711556    16.278883    16.172098
4150    4150    1637862326610608261    73.533758    99.358727    99.352253    1.000000    1.000000    1.000000    16.711447    16.271124    16.099868
4151    4151    1637862326620672933    73.538361    99.358681    99.357436    1.000000    1.000000    1.000000    16.711353    16.269246    16.188640
4152    4152    1637862326630737864    73.542962    99.358574    99.354879    1.000000    1.000000    1.000000    16.711250    16.267155    16.130614
4153    4153    1637862326640802581    73.547562    99.358414    99.356991    1.000000    1.000000    1.000000    16.711148    16.260408    16.137021
4154    4154    1637862326650869435    73.552158    99.357735    99.335900    1.000000    1.000000    1.000000    16.711041    16.255547    16.113891
4155    4155    1637862326660934599    73.556754    99.357941    99.352579    1.000000    1.000000    1.000000    16.710945    16.253813    16.171172
4156    4156    1637862326671001203    73.561347    99.357300    99.338367    1.000000    1.000000    1.000000    16.710844    16.247795    16.144607
4157    4157    1637862326681068649    73.565937    99.356392    99.330058    1.000000    1.000000    1.000000    16.710746    16.244260    16.159929
4158    4158    1637862326691135868    73.570525    99.355461    99.332298    1.000000    1.000000    1.000000    16.710693    16.252699    16.410382
4159    4159    1637862326701200940    73.575115    99.355453    99.353487    1.000000    1.000000    1.000000    16.710631    16.258257    16.363854
4160    4160    1637862326711265273    73.579704    99.355568    99.360782    1.000000    1.000000    1.000000    16.710568    16.261764    16.360507
4161    4161    1637862326721329783    73.584291    99.355888    99.359035    1.000000    1.000000    1.000000    16.710503    16.264594    16.345059
4162    4162    1637862326731393902    73.588877    99.356239    99.362895    1.000000    1.000000    1.000000    16.710443    16.269807    16.371468
4163    4163    1637862326741458624    73.593461    99.356010    99.356942    1.000000    1.000000    1.000000    16.710662    16.273206    17.939616
4164    4164    1637862326751524322    73.598042    99.355667    99.347308    1.000000    1.000000    1.000000    16.710587    16.276435    16.290072
4165    4165    1637862326761589627    73.602621    99.355667    99.351187    1.000000    1.000000    1.000000    16.710509    16.278305    16.274032
4166    4166    1637862326771654255    73.607200    99.355675    99.357870    1.000000    1.000000    1.000000    16.710443    16.280327    16.338803
4167    4167    1637862326781719416    73.611777    99.355598    99.352608    1.000000    1.000000    1.000000    16.710371    16.282588    16.301553
4168    4168    1637862326791784188    73.616352    99.355354    99.356448    1.000000    1.000000    1.000000    16.710300    16.285933    16.312796
4169    4169    1637862326801848481    73.620927    99.355530    99.361177    1.000000    1.000000    1.000000    16.710215    16.287681    16.231701
4170    4170    1637862326811937426    73.625468    99.355400    99.118391    1.000000    1.000000    1.000000    16.710123    16.288166    16.196577
4171    4171    1637862326822002870    73.630037    99.344879    99.349815    1.000000    1.000000    1.000000    16.710044    16.290482    16.263196
4172    4172    1637862326832024324    73.634662    99.359261    99.785919    1.000000    1.000000    1.000000    16.709968    16.290364    16.278248
4173    4173    1637862326842088975    73.639230    99.358696    99.357643    1.000000    1.000000    1.000000    16.709894    16.292394    16.296315
4174    4174    1637862326852151746    73.643798    99.359428    99.376206    1.000000    1.000000    1.000000    16.709801    16.292717    16.182600
4175    4175    1637862326862217477    73.648361    99.359360    99.346982    1.000000    1.000000    1.000000    16.709714    16.292351    16.221803
4176    4176    1637862326872281069    73.652925    99.359718    99.368098    1.000000    1.000000    1.000000    16.709619    16.292663    16.176731
4177    4177    1637862326882345673    73.657486    99.359825    99.358107    1.000000    1.000000    1.000000    16.709531    16.294803    16.211490
4178    4178    1637862326892408946    73.662047    99.360626    99.371248    1.000000    1.000000    1.000000    16.709442    16.296400    16.207569
4179    4179    1637862326902474073    73.666604    99.360443    99.352944    1.000000    1.000000    1.000000    16.709368    16.300363    16.290996
4180    4180    1637862326912538643    73.671161    99.360657    99.358443    1.000000    1.000000    1.000000    16.709288    16.305602    16.257028
4181    4181    1637862326922602937    73.675716    99.360779    99.361167    1.000000    1.000000    1.000000    16.709198    16.306078    16.202893
4182    4182    1637862326932667595    73.680269    99.360870    99.357574    1.000000    1.000000    1.000000    16.709111    16.309023    16.218984
4183    4183    1637862326942732284    73.684820    99.360878    99.357268    1.000000    1.000000    1.000000    16.709007    16.308520    16.121905
4184    4184    1637862326952796806    73.689370    99.361641    99.358916    1.000000    1.000000    1.000000    16.708909    16.310061    16.160075
4185    4185    1637862326962861546    73.693918    99.361778    99.356764    1.000000    1.000000    1.000000    16.708819    16.310943    16.197627
4186    4186    1637862326972926230    73.698464    99.362411    99.357317    1.000000    1.000000    1.000000    16.708739    16.314786    16.259876
4187    4187    1637862326982990841    73.703009    99.363350    99.358038    1.000000    1.000000    1.000000    16.708648    16.315799    16.190254
4188    4188    1637862326993055854    73.707552    99.364067    99.354069    1.000000    1.000000    1.000000    16.708557    16.308741    16.198703
4189    4189    1637862327003121774    73.712092    99.363792    99.345117    1.000000    1.000000    1.000000    16.708454    16.300862    16.127513
4190    4190    1637862327013187128    73.716631    99.363457    99.350703    1.000000    1.000000    1.000000    16.708364    16.295399    16.196639
4191    4191    1637862327023252414    73.721168    99.363197    99.351375    1.000000    1.000000    1.000000    16.708555    16.343622    17.791561
4192    4192    1637862327033317673    73.725705    99.362823    99.351641    1.000000    1.000000    1.000000    16.708466    16.338051    16.204372
4193    4193    1637862327043382700    73.730239    99.362724    99.353931    1.000000    1.000000    1.000000    16.708379    16.280573    16.215357
4194    4194    1637862327053447766    73.734772    99.362938    99.353546    1.000000    1.000000    1.000000    16.708287    16.277221    16.189522
4195    4195    1637862327063513998    73.739302    99.362625    99.342038    1.000000    1.000000    1.000000    16.708194    16.274189    16.183099
4196    4196    1637862327073578774    73.743832    99.362579    99.356409    1.000000    1.000000    1.000000    16.708097    16.268217    16.159667
4197    4197    1637862327083644985    73.748359    99.362236    99.342245    1.000000    1.000000    1.000000    16.708005    16.264471    16.189196
4198    4198    1637862327093710377    73.752886    99.362038    99.350328    1.000000    1.000000    1.000000    16.707897    16.257262    16.096524
4199    4199    1637862327103776658    73.757409    99.361374    99.341554    1.000000    1.000000    1.000000    16.707799    16.254577    16.151188
4200    4200    1637862327114820054    73.760665    99.048264    90.551856    1.000000    1.000000    1.000000    16.707843    16.281241    16.932876
4201    4201    1637862327124887345    73.765185    99.047668    99.331588    1.000000    1.000000    1.000000    16.707735    16.275801    16.099550
4202    4202    1637862327134952363    73.769705    99.033424    99.354020    1.000000    1.000000    1.000000    16.707632    16.270690    16.124410
4203    4203    1637862327145017498    73.774224    99.033264    99.352865    1.000000    1.000000    1.000000    16.707520    16.263310    16.074195
4204    4204    1637862327155083942    73.778739    99.032059    99.339946    1.000000    1.000000    1.000000    16.707406    16.259335    16.063010
4205    4205    1637862327165148412    73.783256    99.032471    99.359430    1.000000    1.000000    1.000000    16.707328    16.260813    16.266286
4206    4206    1637862327175213970    73.787769    99.031837    99.348690    1.000000    1.000000    1.000000    16.707221    16.258189    16.097774
4207    4207    1637862327185279397    73.792281    99.031563    99.349983    1.000000    1.000000    1.000000    16.707109    16.253561    16.072212
4208    4208    1637862327195344738    73.796791    99.030884    99.350832    1.000000    1.000000    1.000000    16.706996    16.249018    16.070834
4209    4209    1637862327205409650    73.801301    99.030952    99.355066    1.000000    1.000000    1.000000    16.706888    16.242431    16.092743
4210    4210    1637862327215474424    73.805809    99.030891    99.356429    1.000000    1.000000    1.000000    16.706783    16.237584    16.111157
4211    4211    1637862327225540651    73.810313    99.030258    99.342087    1.000000    1.000000    1.000000    16.706674    16.233854    16.090641
4212    4212    1637862327235606114    73.814817    99.029991    99.349628    1.000000    1.000000    1.000000    16.706566    16.229731    16.094894
4213    4213    1637862327245671756    73.819320    99.029686    99.347861    1.000000    1.000000    1.000000    16.706469    16.230788    16.153729
4214    4214    1637862327255737128    73.823820    99.029404    99.350526    1.000000    1.000000    1.000000    16.706365    16.229332    16.116263
4215    4215    1637862327265802789    73.828319    99.029106    99.347673    1.000000    1.000000    1.000000    16.706262    16.226815    16.121864
4216    4216    1637862327275870193    73.832815    99.028214    99.330473    1.000000    1.000000    1.000000    16.706159    16.222186    16.120589
4217    4217    1637862327285935412    73.837311    99.028023    99.352036    1.000000    1.000000    1.000000    16.706062    16.221147    16.158956
4218    4218    1637862327296001584    73.841804    99.027641    99.342630    1.000000    1.000000    1.000000    16.705966    16.219825    16.158942
4219    4219    1637862327306067285    73.846297    99.027710    99.347278    1.000000    1.000000    1.000000    16.705863    16.219585    16.120284
4220    4220    1637862327316131317    73.850790    99.028137    99.363754    1.000000    1.000000    1.000000    16.706047    16.271183    17.749809
4221    4221    1637862327326196804    73.855280    99.028076    99.349391    1.000000    1.000000    1.000000    16.705942    16.215313    16.110015
4222    4222    1637862327336261128    73.859769    99.028381    99.360871    1.000000    1.000000    1.000000    16.705843    16.213298    16.143716
4223    4223    1637862327346327087    73.864255    99.028076    99.344732    1.000000    1.000000    1.000000    16.705739    16.210126    16.119871
4224    4224    1637862327356391550    73.868742    99.028275    99.359499    1.000000    1.000000    1.000000    16.705634    16.207337    16.105590
4225    4225    1637862327366457184    73.873225    99.028473    99.347940    1.000000    1.000000    1.000000    16.705530    16.205103    16.115844
4226    4226    1637862327376521756    73.877708    99.028542    99.358423    1.000000    1.000000    1.000000    16.705424    16.203250    16.103900
4227    4227    1637862327386587560    73.882187    99.028664    99.346262    1.000000    1.000000    1.000000    16.705316    16.199998    16.091317
4228    4228    1637862327396652430    73.886667    99.028847    99.355481    1.000000    1.000000    1.000000    16.705215    16.201084    16.129196
4229    4229    1637862327406718953    73.891143    99.028763    99.339166    1.000000    1.000000    1.000000    16.705104    16.198603    16.076526
4230    4230    1637862327416807694    73.895588    99.341812    99.120396    1.000000    1.000000    1.000000    16.704989    16.166742    16.048683
4231    4231    1637862327426873541    73.900061    99.342285    99.345837    1.000000    1.000000    1.000000    16.704883    16.166971    16.106408
4232    4232    1637862327436939462    73.904533    99.341988    99.345107    1.000000    1.000000    1.000000    16.704785    16.167580    16.142670
4233    4233    1637862327447005414    73.909003    99.341721    99.344801    1.000000    1.000000    1.000000    16.704689    16.170366    16.157779
4234    4234    1637862327457070936    73.913473    99.342026    99.349045    1.000000    1.000000    1.000000    16.704593    16.173598    16.159986
4235    4235    1637862327467136926    73.917939    99.341522    99.344426    1.000000    1.000000    1.000000    16.704494    16.169525    16.144076
4236    4236    1637862327477201963    73.922406    99.341705    99.353832    1.000000    1.000000    1.000000    16.704397    16.171170    16.147120
4237    4237    1637862327487267727    73.926870    99.341583    99.346657    1.000000    1.000000    1.000000    16.704300    16.173981    16.156565
4238    4238    1637862327497333294    73.931333    99.341515    99.348601    1.000000    1.000000    1.000000    16.704204    16.176748    16.153850
4239    4239    1637862327507399168    73.935794    99.341202    99.345571    1.000000    1.000000    1.000000    16.704105    16.178465    16.144262
4240    4240    1637862327517465329    73.940253    99.340744    99.342739    1.000000    1.000000    1.000000    16.704007    16.179604    16.145317
4241    4241    1637862327527530016    73.944712    99.341248    99.357288    1.000000    1.000000    1.000000    16.703906    16.180798    16.126457
4242    4242    1637862327537595500    73.949169    99.341240    99.349420    1.000000    1.000000    1.000000    16.703805    16.181858    16.126696
4243    4243    1637862327547660949    73.953624    99.341309    99.349766    1.000000    1.000000    1.000000    16.703707    16.181615    16.146459
4244    4244    1637862327557726746    73.958077    99.341156    99.346331    1.000000    1.000000    1.000000    16.703607    16.182098    16.130742
4245    4245    1637862327567792437    73.962529    99.341148    99.347377    1.000000    1.000000    1.000000    16.703511    16.183258    16.156683
4246    4246    1637862327577858309    73.966979    99.341652    99.345591    1.000000    1.000000    1.000000    16.703411    16.183694    16.133654
4247    4247    1637862327587923727    73.971428    99.341591    99.350072    1.000000    1.000000    1.000000    16.703302    16.181157    16.082839
4248    4248    1637862327597989679    73.975874    99.341660    99.344801    1.000000    1.000000    1.000000    16.703196    16.179198    16.100176
4249    4249    1637862327608025801    73.980358    99.351395    99.640080    1.000000    1.000000    1.000000    16.703097    16.179672    16.134346
4250    4250    1637862327618090713    73.984803    99.351105    99.355066    1.000000    1.000000    1.000000    16.702988    16.124140    16.083647
4251    4251    1637862327628155007    73.989247    99.351501    99.361167    1.000000    1.000000    1.000000    16.703166    16.177718    17.717508
4252    4252    1637862327638219536    73.993689    99.351433    99.358847    1.000000    1.000000    1.000000    16.703054    16.174978    16.061518
4253    4253    1637862327648286128    73.998127    99.351227    99.338485    1.000000    1.000000    1.000000    16.702948    16.174236    16.097637
4254    4254    1637862327658352017    74.002565    99.350754    99.345423    1.000000    1.000000    1.000000    16.702842    16.174008    16.098761
4255    4255    1637862327668417073    74.007002    99.350937    99.353645    1.000000    1.000000    1.000000    16.702733    16.172776    16.078869
4256    4256    1637862327678483034    74.011436    99.350487    99.344712    1.000000    1.000000    1.000000    16.702635    16.174117    16.144122
4257    4257    1637862327688547730    74.015870    99.350853    99.357199    1.000000    1.000000    1.000000    16.702529    16.174328    16.097637
4258    4258    1637862327698612673    74.020302    99.350830    99.354760    1.000000    1.000000    1.000000    16.702431    16.174728    16.141207
4259    4259    1637862327708678143    74.024733    99.351173    99.349558    1.000000    1.000000    1.000000    16.702328    16.175896    16.111559
4260    4260    1637862327718766582    74.029132    99.351273    99.123363    1.000000    1.000000    1.000000    16.702214    16.176013    16.052189
4261    4261    1637862327728832419    74.033558    99.351273    99.345936    1.000000    1.000000    1.000000    16.702109    16.175862    16.101876
4262    4262    1637862327738897058    74.037985    99.351700    99.357761    1.000000    1.000000    1.000000    16.702035    16.180479    16.281174
4263    4263    1637862327748962375    74.042409    99.351906    99.351069    1.000000    1.000000    1.000000    16.701934    16.179250    16.120899
4264    4264    1637862327759028073    74.046831    99.351845    99.347308    1.000000    1.000000    1.000000    16.701815    16.174642    16.021754
4265    4265    1637862327769093122    74.051253    99.352158    99.353714    1.000000    1.000000    1.000000    16.701700    16.171407    16.047044
4266    4266    1637862327779171561    74.055656    99.347755    99.221715    1.000000    1.000000    1.000000    16.701604    16.171549    16.151386
4267    4267    1637862327789249155    74.060058    99.343857    99.230034    1.000000    1.000000    1.000000    16.701507    16.171168    16.145170
4268    4268    1637862327799314122    74.064475    99.344048    99.354523    1.000000    1.000000    1.000000    16.701411    16.171250    16.156329
4269    4269    1637862327809378421    74.068891    99.344574    99.361118    1.000000    1.000000    1.000000    16.701319    16.172143    16.171046
4270    4270    1637862327819442702    74.073306    99.345200    99.361296    1.000000    1.000000    1.000000    16.701215    16.170779    16.104365
4271    4271    1637862327829506962    74.077719    99.345337    99.361503    1.000000    1.000000    1.000000    16.701108    16.169589    16.090754
4272    4272    1637862327839571580    74.082130    99.345619    99.357969    1.000000    1.000000    1.000000    16.701024    16.172566    16.216016
4273    4273    1637862327849636052    74.086540    99.345940    99.359410    1.000000    1.000000    1.000000    16.700912    16.169788    16.063125
4274    4274    1637862327859701294    74.090948    99.346123    99.351809    1.000000    1.000000    1.000000    16.700807    16.168757    16.099796
4275    4275    1637862327869767487    74.095352    99.345955    99.342423    1.000000    1.000000    1.000000    16.700990    16.221787    17.747514
4276    4276    1637862327879832841    74.099756    99.346123    99.350703    1.000000    1.000000    1.000000    16.700897    16.222926    16.167835
4277    4277    1637862327889897064    74.104160    99.346519    99.361868    1.000000    1.000000    1.000000    16.700795    16.224102    16.118103
4278    4278    1637862327899963004    74.108561    99.346527    99.344920    1.000000    1.000000    1.000000    16.700709    16.227539    16.203275
4279    4279    1637862327910027738    74.112961    99.337112    99.356824    1.000000    1.000000    1.000000    16.700619    16.229184    16.183992
4280    4280    1637862327920091215    74.117361    99.337585    99.369234    1.000000    1.000000    1.000000    16.700519    16.230626    16.126879
4281    4281    1637862327930156591    74.121758    99.337234    99.350486    1.000000    1.000000    1.000000    16.700427    16.179234    16.175380
4282    4282    1637862327940221353    74.126153    99.337151    99.356547    1.000000    1.000000    1.000000    16.700330    16.181899    16.141497
4283    4283    1637862327950286079    74.130548    99.337769    99.356903    1.000000    1.000000    1.000000    16.700226    16.182100    16.103653
4284    4284    1637862327960350307    74.134941    99.338310    99.361819    1.000000    1.000000    1.000000    16.700124    16.182593    16.113547
4285    4285    1637862327970414993    74.139332    99.338432    99.357297    1.000000    1.000000    1.000000    16.700026    16.184584    16.138587
4286    4286    1637862327980478738    74.143723    99.339165    99.366588    1.000000    1.000000    1.000000    16.699919    16.182631    16.085512
4287    4287    1637862327990543382    74.148111    99.339172    99.357712    1.000000    1.000000    1.000000    16.699813    16.182431    16.091656
4288    4288    1637862328000608530    74.152497    99.339104    99.352737    1.000000    1.000000    1.000000    16.699711    16.181410    16.110558
4289    4289    1637862328010673661    74.156882    99.339226    99.352905    1.000000    1.000000    1.000000    16.699608    16.181276    16.107553
4290    4290    1637862328020774401    74.161219    99.335182    99.002647    1.000000    1.000000    1.000000    16.699501    16.182537    16.090045
4291    4291    1637862328030839854    74.165600    99.335304    99.349726    1.000000    1.000000    1.000000    16.699404    16.183771    16.138873
4292    4292    1637862328040904401    74.169981    99.335335    99.358670    1.000000    1.000000    1.000000    16.699302    16.178218    16.114552
4293    4293    1637862328050968994    74.174360    99.335571    99.358215    1.000000    1.000000    1.000000    16.699198    16.177650    16.103866
4294    4294    1637862328061033852    74.178737    99.335854    99.355599    1.000000    1.000000    1.000000    16.699095    16.180474    16.106474
4295    4295    1637862328071099458    74.183112    99.335663    99.348216    1.000000    1.000000    1.000000    16.698993    16.182516    16.108309
4296    4296    1637862328081165100    74.187485    99.339874    99.347861    1.000000    1.000000    1.000000    16.698893    16.181585    16.123411
4297    4297    1637862328091232064    74.191855    99.343369    99.334814    1.000000    1.000000    1.000000    16.698796    16.181447    16.140998
4298    4298    1637862328101297727    74.196225    99.343140    99.347654    1.000000    1.000000    1.000000    16.698694    16.179995    16.112766
4299    4299    1637862328111363621    74.200594    99.342621    99.345374    1.000000    1.000000    1.000000    16.698588    16.177282    16.089658
4300    4300    1637862328122391256    74.203729    99.026718    90.681275    1.000000    1.000000    1.000000    16.698641    16.208795    16.976449
4301    4301    1637862328132456858    74.208095    99.026276    99.348256    1.000000    1.000000    1.000000    16.698538    16.209277    16.105284
4302    4302    1637862328142522062    74.212460    99.026085    99.352184    1.000000    1.000000    1.000000    16.698432    16.204964    16.086213
4303    4303    1637862328152587026    74.216823    99.025925    99.354553    1.000000    1.000000    1.000000    16.698323    16.205341    16.074468
4304    4304    1637862328162651710    74.221186    99.026108    99.357317    1.000000    1.000000    1.000000    16.698498    16.258609    17.703177
4305    4305    1637862328172716584    74.225546    99.026543    99.355442    1.000000    1.000000    1.000000    16.698414    16.207658    16.214088
4306    4306    1637862328182782868    74.229904    99.026237    99.341525    1.000000    1.000000    1.000000    16.698314    16.206147    16.122382
